product_id,request_id,quantity_req_stockout,assign_product_stockout_id,exported_req_quantity
131,103,3.000000,7387,3.000000
131,135,1.500000,8655,1.500000
131,515,2.000000,19057,2.000000
131,570,1.000000,20078,1.000000
131,614,0.500000,21760,0.500000
131,718,2.000000,23337,2.400000
131,979,1.000000,27796,1.000000
131,1115,1.000000,30387,1.000000
131,1146,1.000000,31232,1.000000
131,1495,1.000000,40101,1.000000
131,1541,1.000000,40889,1.000000
131,1548,2.500000,41052,2.500000
137,956,2.500000,27163,2.500000
137,1321,0.500000,35592,0.500000
137,1452,2.500000,38870,2.500000
137,1526,0.500000,40696,0.500000
137,1610,0.500000,42531,0.500000
144,103,1.000000,7404,1.000000
144,135,0.500000,8653,0.500000
144,241,3.000000,11366,3.000000
144,515,2.000000,19044,2.000000
144,842,0.500000,25463,0.500000
144,1378,1.000000,36687,1.000000
144,1613,1.000000,42559,1.000000
147,614,0.500000,21761,0.500000
147,762,2.000000,24112,2.000000
147,1321,0.500000,35599,0.500000
149,60,0.500000,6170,0.500000
149,103,0.500000,7406,0.500000
149,135,0.500000,8654,0.500000
149,209,0.500000,10989,0.500000
149,515,0.500000,19052,0.500000
149,1416,0.500000,37975,0.500000
149,1469,1.500000,39676,1.500000
151,1223,0.600000,32838,0.600000
152,27,0.500000,5297,0.500000
152,254,1.000000,12185,1.000000
152,265,1.000000,12177,1.000000
152,295,6.000000,13611,6.000000
152,588,1.000000,20293,1.000000
152,1130,15.000000,31005,18.000000
152,1431,0.500000,38897,0.500000
152,1572,2.000000,41735,2.000000
152,1830,0.500000,48043,0.500000
156,515,0.500000,19061,0.500000
156,906,1.000000,26366,1.000000
158,60,0.500000,6172,0.500000
159,60,0.500000,6171,0.500000
159,570,0.500000,20092,0.500000
159,1115,2.000000,30390,2.000000
159,1311,0.500000,34712,0.500000
159,1431,0.500000,38900,0.500000
163,35,2.000000,5284,2.000000
167,78,2.000000,6191,2.000000
167,956,2.000000,27173,2.000000
167,1564,3.000000,41794,3.600000
167,1815,0.200000,46130,0.200000
168,35,2.000000,5285,2.000000
171,12,3.000000,5295,3.000000
171,817,0.500000,25046,0.500000
171,956,1.000000,27165,1.000000
171,979,1.500000,27799,1.500000
171,1075,1.000000,29849,1.000000
171,1276,1.500000,33937,1.500000
171,1294,3.500000,35661,3.500000
171,1311,2.000000,34701,2.000000
171,1378,1.000000,36700,1.000000
171,1390,1.000000,37671,1.000000
171,1416,1.000000,37968,1.000000
172,103,0.500000,7413,0.500000
177,294,0.500000,13431,0.500000
177,718,0.500000,23327,0.500000
177,1727,1.000000,44739,1.000000
177,1795,3.000000,46495,3.000000
177,1962,4.000000,50252,4.000000
187,103,0.500000,7402,0.500000
187,209,0.500000,10991,0.500000
187,254,0.500000,12187,0.600000
187,407,6.000000,15993,6.000000
187,444,1.000000,17312,1.000000
187,515,1.500000,19046,1.500000
187,517,7.500000,19090,7.500000
187,604,6.000000,20750,6.000000
187,1075,0.500000,29825,0.500000
192,1202,0.500000,32588,0.500000
192,1766,3.000000,45730,3.000000
194,1815,0.500000,46126,0.500000
194,60,0.500000,6176,0.500000
194,91,1.000000,6203,1.000000
194,222,18.000000,11241,18.000000
194,293,0.500000,13424,0.500000
194,407,4.000000,15994,4.000000
194,831,1.000000,25456,1.000000
194,1075,2.000000,29820,2.000000
194,1276,2.000000,33925,2.000000
194,1321,1.000000,35591,1.000000
194,1548,4.500000,41058,4.500000
199,234,2.000000,11243,2.000000
201,91,0.500000,6199,0.500000
201,103,0.500000,7394,0.500000
201,132,1.000000,8170,1.000000
201,295,3.000000,13612,3.000000
201,447,1.000000,17835,1.000000
201,515,0.500000,19063,0.500000
201,1130,12.000000,31006,14.400000
201,1279,2.000000,33899,2.000000
201,1402,1.000000,38220,1.000000
201,1431,0.500000,38898,0.500000
201,1525,0.500000,40638,0.500000
201,1988,1.500000,51440,1.500000
204,808,1.000000,25062,1.000000
208,1525,0.500000,40652,0.500000
212,1049,1.000000,29412,1.000000
212,1491,15.000000,40091,15.000000
214,1675,2.000000,43515,2.000000
214,1711,1.500000,44425,1.500000
228,515,1.000000,19051,1.000000
228,570,1.000000,20087,1.000000
228,1115,1.000000,30386,1.000000
231,194,3.500000,9910,4.000000
235,56,1.500000,5361,1.500000
235,103,0.500000,7400,0.500000
235,132,4.000000,8172,4.000000
235,211,5.000000,11245,5.000000
235,407,5.000000,15995,5.000000
235,928,3.000000,26835,3.000000
235,1146,1.000000,31234,1.000000
235,1202,1.000000,32581,1.020000
235,1291,1.000000,34236,1.000000
235,1495,0.500000,40106,0.500000
245,91,3.000000,6202,3.000000
249,78,2.000000,6193,2.000000
249,209,0.500000,10990,0.500000
249,316,3.000000,13607,3.000000
249,334,3.000000,13663,3.000000
249,504,3.500000,18732,3.500000
249,718,5.000000,23336,5.000000
249,793,1.000000,24336,1.000000
249,1469,1.000000,39703,1.000000
249,1541,1.000000,40890,1.000000
258,148,0.500000,8751,0.500000
262,1075,0.500000,29821,0.500000
262,1311,0.500000,34723,0.500000
264,103,0.500000,7411,0.500000
264,1469,3.000000,39696,3.000000
264,1525,2.000000,40651,2.000000
270,1207,1.000000,32422,1.000000
271,484,13.000000,17975,13.000000
273,91,1.000000,6201,1.000000
273,103,0.500000,7403,0.500000
273,254,0.500000,12194,0.500000
273,485,0.500000,17967,0.500000
273,1115,0.500000,30391,0.500000
273,1311,0.500000,34711,0.500000
273,1469,0.500000,39674,0.500000
273,1495,0.500000,40103,0.500000
273,1525,0.500000,40654,0.500000
273,1812,0.500000,46483,0.500000
277,1727,0.500000,44736,0.500000
277,376,3.000000,16585,3.000000
277,515,0.500000,19060,0.500000
277,1311,0.500000,34696,0.500000
282,64,2.500000,17345,2.500000
282,541,0.500000,19613,0.500000
282,636,0.500000,21783,0.500000
282,1070,27.000000,29609,29.000000
308,376,1.000000,16588,1.000000
308,509,8.000000,18740,8.000000
308,541,0.500000,19601,0.500000
308,572,10.000000,19998,10.000000
308,579,0.500000,20152,0.500000
308,669,2.000000,22336,2.000000
308,1311,1.000000,34713,1.000000
308,1572,2.000000,41719,2.000000
309,1675,3.000000,43530,3.000000
310,1675,5.000000,43531,5.000000
316,1938,2.000000,49836,2.400000
316,485,1.000000,17974,1.000000
316,515,2.000000,19040,2.000000
316,541,0.500000,19599,0.500000
316,817,1.000000,25043,1.000000
316,938,1.500000,26895,1.500000
316,941,0.700000,26896,0.700000
316,943,2.000000,27521,2.000000
316,1115,1.000000,30378,1.000000
316,1202,1.000000,32578,1.000000
316,1252,2.000000,33302,2.400000
316,1279,0.600000,33900,0.720000
316,1311,2.000000,34703,2.400000
316,1336,0.500000,35662,0.500000
316,1377,0.300000,36665,0.300000
316,1387,5.000000,38431,5.000000
316,1416,1.000000,37976,1.000000
316,1431,5.000000,38899,5.000000
316,1572,5.000000,41730,5.000000
317,103,1.000000,7397,1.000000
317,247,7.000000,21578,2.340000
317,247,7.000000,21579,2.570000
317,247,7.000000,21580,2.090000
317,248,25.000000,17316,25.000000
317,515,1.000000,19039,1.000000
317,850,0.500000,25719,0.500000
317,868,0.500000,25953,0.500000
317,1075,2.000000,29848,2.000000
317,1115,2.000000,30379,2.000000
317,1222,2.000000,32681,2.000000
317,1311,3.000000,34702,3.000000
317,1387,5.000000,38430,5.000000
317,1469,5.000000,39692,5.000000
317,1675,10.000000,43539,11.000000
317,1840,3.110000,48028,3.700000
318,1572,1.000000,41716,1.000000
319,1675,5.000000,43527,5.000000
325,1812,1.500000,46480,1.500000
325,1897,0.500000,48847,0.500000
325,1938,1.000000,49835,1.000000
325,1223,0.800000,32839,0.960000
326,60,0.500000,6177,0.500000
326,646,2.000000,22337,2.000000
341,928,1.500000,26834,1.800000
341,1311,1.000000,34707,1.000000
341,1321,1.000000,35589,1.000000
348,254,2.000000,12192,2.000000
348,541,0.500000,19595,0.500000
348,956,1.000000,27170,1.000000
348,1469,1.000000,39691,1.000000
348,1572,1.000000,41720,1.000000
348,1574,0.500000,41792,0.500000
348,1927,0.500000,49620,0.500000
349,1675,5.000000,43533,5.000000
367,91,1.000000,6200,1.000000
371,209,0.500000,10995,0.500000
371,928,1.000000,26836,1.000000
371,934,2.000000,27431,2.000000
371,979,1.000000,27794,1.000000
371,1321,1.000000,35593,1.000000
371,1461,2.000000,39539,2.000000
371,1572,1.000000,41727,1.000000
371,1613,1.000000,42563,1.000000
371,1812,1.000000,46481,1.000000
371,1897,0.500000,48846,0.500000
371,1938,1.000000,49834,1.000000
372,1675,3.000000,43522,3.000000
372,1016,2.000000,28959,2.000000
373,103,1.000000,7409,1.000000
373,1321,1.000000,35594,1.000000
373,1675,5.000000,43523,5.000000
382,135,1.000000,8660,1.000000
395,1202,0.500000,32579,0.500000
395,1311,0.500000,34704,0.500000
395,1469,0.500000,39678,0.500000
395,1766,1.000000,45733,1.000000
395,1897,0.500000,48831,0.500000
399,1675,3.000000,43520,3.000000
400,1675,5.000000,43521,5.000000
401,515,0.500000,19041,0.500000
401,956,1.500000,27169,1.500000
401,1075,1.000000,29850,1.000000
401,1099,0.500000,30995,0.600000
401,1311,2.000000,34709,2.000000
401,1572,1.000000,41723,1.000000
401,1613,1.000000,42565,1.000000
405,254,2.000000,12189,2.000000
405,570,1.000000,20091,1.000000
405,591,1.000000,20737,1.000000
405,928,2.000000,26837,2.000000
405,1378,0.500000,36699,0.500000
405,1469,1.000000,39681,1.000000
405,1572,1.000000,41722,1.000000
406,1155,5.000000,31298,5.000000
406,1469,0.500000,39682,0.500000
406,1675,5.000000,43535,5.000000
407,1748,0.500000,45319,0.500000
407,515,0.500000,19042,0.500000
407,1099,0.500000,30996,0.600000
407,1252,1.000000,33303,1.200000
407,1311,1.000000,34708,1.000000
407,1525,1.000000,40650,1.000000
407,1572,1.000000,41717,1.000000
408,1276,1.000000,33935,1.000000
408,1572,1.000000,41718,1.000000
408,1675,5.000000,43529,5.000000
409,1927,2.000000,49621,2.000000
409,1935,0.300000,49663,0.300000
409,1973,3.500000,50931,3.500000
409,541,1.500000,19597,1.500000
409,956,1.000000,27168,1.000000
409,1075,1.000000,29851,1.000000
409,1115,1.000000,30377,1.000000
409,1311,1.000000,34715,1.000000
409,1572,1.000000,41721,1.000000
409,1613,2.000000,42562,2.000000
410,1675,3.000000,43524,3.000000
416,160,1.000000,9306,1.000000
416,1007,4.500000,28234,4.500000
418,1533,23.000000,40698,25.000000
418,1561,1.500000,41781,1.500000
418,1661,1.000000,43436,1.000000
418,1752,3.000000,45321,3.000000
418,1763,0.500000,45322,0.500000
435,363,0.500000,16598,0.500000
435,733,1.500000,23325,1.500000
435,1387,5.000000,38392,5.000000
436,14,3.000000,5286,3.000000
436,363,0.500000,16601,0.500000
436,939,1.000000,27438,1.000000
436,970,0.800000,27522,0.800000
438,14,3.000000,5289,3.000000
438,363,0.500000,16597,0.500000
438,497,4.000000,18567,4.000000
438,1068,0.500000,29606,0.500000
438,1387,5.000000,38393,5.000000
438,1431,7.000000,38889,7.000000
438,1491,10.000000,40088,10.000000
440,363,0.500000,16600,0.500000
440,497,4.000000,18566,4.000000
440,502,2.000000,18730,2.000000
440,733,0.200000,23326,0.200000
441,44,1.000000,5387,1.000000
441,69,1.000000,5763,1.000000
442,96,1.500000,7103,1.500000
447,96,1.500000,7104,1.500000
452,153,5.000000,8749,5.000000
457,1693,3.000000,44731,3.000000
457,1741,3.000000,45324,3.000000
457,1984,5.000000,50925,5.000000
457,1988,3.000000,51439,3.000000
462,1525,3.000000,40644,3.000000
463,1525,4.000000,40642,4.000000
469,98,5.000000,21597,5.000000
469,363,0.500000,16591,0.500000
488,42,3.500000,5577,3.500000
488,89,20.000000,6763,20.000000
488,240,4.000000,11350,4.000000
488,346,1.500000,14344,1.500000
488,451,0.500000,17844,0.500000
491,102,54.000000,7110,54.000000
491,141,3.000000,8635,3.000000
491,191,1.500000,9911,1.500000
491,240,2.500000,11348,2.500000
491,748,12.000000,23788,12.000000
493,27,10.000000,5303,10.000000
493,89,54.000000,6764,54.000000
493,209,3.000000,10996,3.000000
493,240,4.000000,11349,4.000000
493,241,1.000000,11373,1.000000
493,254,0.500000,12196,0.500000
493,346,1.900000,14343,1.900000
493,702,1.000000,22922,1.000000
495,181,7.000000,9944,7.000000
495,1964,9.000000,50930,9.000000
498,394,3.000000,15986,3.000000
499,451,3.000000,17843,3.000000
510,363,0.500000,16593,0.500000
510,407,3.000000,16006,3.000000
510,793,2.000000,24337,2.000000
510,1583,8.000000,41787,8.000000
517,407,2.000000,15998,2.000000
518,497,4.000000,18570,4.000000
521,1222,3.000000,32701,3.000000
572,2009,32.000000,51444,32.000000
583,667,3.000000,22070,3.000000
583,700,6.000000,22921,6.000000
585,13,11.000000,10971,11.000000
585,14,2.000000,5293,2.000000
585,89,3.000000,6769,3.000000
585,1518,45.000000,42849,45.000000
586,1256,8.000000,33340,8.000000
586,1518,18.000000,40590,18.000000
587,1144,0.500000,31016,0.500000
587,1387,10.000000,38400,10.000000
588,1113,15.000000,32429,15.000000
588,1256,30.000000,33339,30.000000
588,1387,10.000000,39501,10.000000
588,1611,31.000000,42728,31.000000
594,89,3.000000,6768,3.000000
596,498,10.000000,18726,10.000000
596,510,3.000000,18727,3.000000
596,1222,2.000000,32700,2.000000
597,231,1.500000,11236,1.500000
597,498,33.000000,18728,33.000000
598,3,0.500000,5282,0.500000
598,69,3.000000,5764,3.000000
598,98,0.500000,21596,0.500000
598,265,4.000000,12179,4.000000
598,956,2.000000,27184,2.000000
598,1144,0.500000,31014,0.500000
598,1179,1.000000,31791,1.000000
601,14,4.000000,5288,4.000000
601,683,1.500000,22642,1.500000
606,510,20.000000,18733,20.000000
606,690,10.000000,22933,10.000000
606,746,5.000000,23803,5.000000
606,1674,1.000000,43437,1.000000
608,510,150.000000,18734,115.000000
608,746,7.000000,23799,8.000000
609,35,1.000000,5283,1.000000
609,52,20.000000,5384,20.000000
609,89,9.000000,6770,9.000000
609,98,18.000000,21595,18.000000
609,177,3.000000,8828,3.000000
609,497,2.000000,18568,2.000000
609,563,40.000000,20149,40.000000
609,683,1.500000,22641,1.500000
609,690,3.000000,22932,3.000000
609,1024,4.000000,28957,0.520000
609,1024,4.000000,28958,3.480000
609,1027,48.000000,29198,48.000000
609,1144,0.500000,31013,0.500000
609,1222,2.000000,32699,2.000000
609,1288,31.000000,34694,31.000000
609,1431,4.000000,38893,4.000000
609,1919,110.000000,49614,110.000000
611,98,1.000000,21600,1.000000
611,746,2.000000,23797,2.000000
611,847,5.000000,26036,5.000000
611,1288,25.000000,34695,25.000000
614,29,10.000000,21601,10.000000
614,363,0.500000,16592,0.500000
614,690,3.000000,22931,3.000000
614,746,4.000000,23800,4.000000
614,855,9.000000,26029,9.000000
614,961,150.000000,27432,150.000000
614,1760,3.000000,45325,3.000000
616,2008,55.000000,51442,55.000000
616,5,22.000000,5571,22.000000
616,5,22.000000,5572,9.000000
616,5,9.000000,5571,22.000000
616,5,9.000000,5572,9.000000
616,746,74.000000,23794,74.000000
616,855,18.000000,26028,18.000000
616,1630,13.080000,42649,13.000000
616,1630,13.080000,42650,0.080000
620,43,2.000000,5488,2.000000
629,433,3.000000,17299,3.000000
631,14,4.000000,5291,4.000000
631,683,3.200000,22643,3.200000
638,1417,10.000000,38951,12.000000
642,337,2.000000,14538,2.000000
642,371,3.000000,17311,3.000000
648,1276,1.000000,33934,1.000000
648,1600,4.000000,42540,4.000000
648,1982,1.000000,50927,1.000000
651,1557,2.000000,41074,2.000000
656,29,8.000000,21602,8.000000
656,961,180.000000,27433,180.000000
656,1222,2.000000,32696,2.000000
656,1600,4.000000,42542,4.000000
656,1760,3.000000,45326,3.000000
659,2008,20.000000,51441,20.000000
659,5,22.000000,5573,22.000000
659,5,22.000000,5574,9.000000
659,5,9.000000,5573,22.000000
659,5,9.000000,5574,9.000000
659,746,20.000000,23795,20.000000
659,1113,15.000000,32428,18.000000
659,1256,43.000000,33337,7.000000
659,1256,43.000000,33338,36.000000
659,1611,27.000000,42727,27.000000
659,1630,10.000000,42651,10.000000
663,394,2.000000,15981,2.000000
675,363,0.500000,16599,0.500000
691,451,1.000000,17850,1.000000
691,497,2.000000,18580,2.000000
716,497,4.000000,18574,4.000000
719,752,5.000000,24093,5.000000
719,1008,3.000000,28675,3.600000
719,1830,4.000000,48040,4.000000
720,60,3.000000,6168,3.000000
728,847,4.000000,26034,4.000000
728,913,4.000000,26363,4.000000
728,945,25.000000,27435,25.000000
729,847,5.000000,26035,5.000000
730,748,4.500000,23790,4.500000
730,846,3.500000,25531,3.500000
730,1518,1.500000,40591,1.500000
730,1688,3.000000,43990,3.000000
730,1736,1.000000,45317,1.000000
730,1841,3.000000,48025,3.000000
731,1314,13.000000,35192,13.000000
732,89,3.000000,6767,3.000000
736,748,5.000000,23789,5.000000
736,846,4.000000,25529,4.800000
737,227,1.200000,10306,1.200000
737,921,6.000000,26597,6.000000
737,1288,1.500000,34690,1.500000
737,1489,1.500000,39800,1.500000
737,1557,2.000000,41075,2.000000
739,89,3.000000,6766,3.000000
739,363,0.500000,16594,0.500000
739,1162,7.000000,31303,7.000000
739,1387,5.000000,38398,5.000000
739,1919,2.000000,49616,2.000000
740,328,1.000000,13447,1.000000
740,1162,1.000000,31304,1.000000
740,1387,5.000000,39499,5.000000
740,1455,4.000000,39195,4.000000
741,1068,7.000000,29608,8.400000
741,1162,2.000000,31305,2.000000
741,1255,3.000000,33336,3.600000
741,1739,2.000000,45315,2.000000
742,1162,2.000000,31306,2.000000
742,1334,12.000000,35652,12.000000
745,363,0.500000,16595,0.500000
745,394,2.000000,15976,2.000000
745,407,3.000000,16005,3.000000
745,675,2.000000,22796,2.000000
745,752,0.500000,24090,0.500000
745,797,1.000000,24344,1.000000
745,1405,6.000000,38216,6.000000
745,1659,3.000000,43679,3.000000
745,1688,3.000000,43988,3.000000
746,451,4.000000,17840,4.000000
749,1222,2.000000,32693,2.000000
763,376,0.500000,16590,0.500000
763,614,0.500000,21766,0.500000
763,979,1.500000,27783,1.500000
763,1469,2.000000,39702,2.000000
763,1541,1.000000,40887,1.000000
763,1897,0.500000,48839,0.500000
777,1693,2.000000,44732,2.000000
777,1873,1.000000,48149,0.210000
777,1873,1.000000,48150,0.790000
777,1969,3.000000,50503,3.000000
777,60,1.000000,6186,1.000000
777,103,0.500000,7388,0.500000
777,242,1.000000,11375,1.000000
777,254,2.000000,12197,2.000000
777,324,2.000000,13429,2.000000
777,531,0.500000,19359,0.500000
777,817,1.000000,25042,1.000000
777,827,2.000000,25285,2.000000
777,1075,4.000000,29818,4.700000
777,1252,2.000000,33304,2.400000
777,1525,3.000000,40643,3.600000
777,1613,2.000000,42560,2.000000
789,407,3.000000,16009,3.000000
793,263,1104.500000,12165,1104.500000
800,208,2.000000,10102,2.000000
807,254,1.000000,12200,1.000000
811,37,365.600000,21091,365.600000
