product_id,order_id,product_code,order_status,position,total_quota,complete_order
77,1,1-CVAC04-SCA-L2-HV,completed,Mặt phải,6.562500,1
124,1,1-CVAC12-ROL-L2-IW,completed,Mặt trái,6.562500,1
74,1,1-CVAC04-SCA-00-HV,completed,Hông phải+nút,6.720000,1
122,1,1-CVAC12-ROL-00-IW,completed,Hông trái,6.400000,1
74,1,1-CVAC04-SCA-00-HV,completed,Đuôi phải,7.828000,1
122,1,1-CVAC12-ROL-00-IW,completed,Đuôi trái,7.828000,1
122,1,1-CVAC12-ROL-00-IW,completed,Két trên,11.312000,1
122,1,1-CVAC12-ROL-00-IW,completed,Két dưới,10.706000,1
74,1,1-CVAC04-SCA-00-HV,completed,Dây khóa,4.000000,1
7488,1,4-CVAC06-BLK-A0-35,completed,Đai,309.000000,1
8162,1,4-NYLOIN-BLK-N0-28,completed,Viền,808.750000,1
3983,1,5-DAFELT-BLK-07-TA,completed,Dây size,303.000000,1
7548,1,3-NH9454-BLK-23-CY,completed,Két nhựa,500.000000,1
2348,1,2-M83200-BLK-00-DI,completed,Keo Mặt,16.500000,1
6580,1,9-NS3C02-000-00-NT,completed,Nút sắt,500.000000,1
6603,1,9-GDTHMB-BLK-20-AN,completed,Gai dính bông,45.000000,1
6604,1,9-GDTHMG-BLK-20-AN,completed,Gai dính xù,45.000000,1
4350,1,8-BF0060-000-DE-TL,completed,Nhãn đai,500.000000,1
3351,1,7-CM3822-RED-50-PP,completed,Chỉ may Chóp phải,1.500000,1
3484,1,7-CM7382-BLU-50-PP,completed,"Chỉ may Chóp trái, Két",4.000000,1
5948,1,7-CM0BLK-BLK-50-PP,completed,Chỉ may đai viền,5.000000,1
6187,1,7-CMCUOC-WHI-00-AK,completed,Chỉ diễu chân nón,1.000000,1
6609,1,9-L02680-400-00-TA,completed,Giấy lót nón,500.000000,1
6731,1,9-B03680-WHI-00-HN,completed,Bao nylon,20.000000,1
6587,1,9-HCHOAM-000-00-NP,completed,Hút ẩm,20.000000,1
8225,1,9-X44317-Y00-5L-BN,completed,Thùng,5.000000,1
6605,1,9-GDTHMB-WHI-20-AN,completed,Gai dính bông,45.000000,1
6606,1,9-GDTHMG-WHI-20-AN,completed,Gai dính gai,45.000000,1
1999,2,1-L31014-BLK-L2-DD,completed,Mặt,1.500000,1
1997,2,1-L31014-BLK-00-DD,completed,Hông,1.400000,1
1997,2,1-L31014-BLK-00-DD,completed,Đuôi,1.700000,1
1999,2,1-L31014-BLK-L2-DD,completed,Két trên,1.300000,1
1999,2,1-L31014-BLK-L2-DD,completed,Két dưới,1.200000,1
7764,2,4-CVAC06-BLK-I0-35,completed,Đai,32.100000,1
8049,2,4-KATEIN-BLK-N0-28,completed,Viền,81.300000,1
7554,2,3-NH950V-BLK-23-CY,completed,Két nhựa,51.000000,1
6580,2,9-NS3C02-000-00-NT,completed,Nút sắt,51.000000,1
3983,2,5-DAFELT-BLK-07-TA,completed,Dây size,32.100000,1
2346,2,2-GANXAM-GRY-00-WW,completed,Keo dựng mặt,1.600000,1
2404,2,6-NH7000-BLK-00-WW,completed,Khóa,51.000000,1
4382,2,8-BF0092-000-00-TL,completed,Nhãn,51.000000,1
5948,2,7-CM0BLK-BLK-50-PP,completed,Chỉ may,0.500000,1
6609,2,9-L02680-400-00-TA,completed,Giấy lót nón,51.000000,1
6731,2,9-B03680-WHI-00-HN,completed,Bao nylon,2.000000,1
8225,2,9-X44317-Y00-5L-BN,completed,Thùng lớn,0.500000,1
8428,2,4-CVAC06-BLK-I6-30,completed,Đai TP,32.000000,1
1999,3,1-L31014-BLK-L2-DD,completed,Mặt,2.900000,1
1997,3,1-L31014-BLK-00-DD,completed,Hông,2.800000,1
1997,3,1-L31014-BLK-00-DD,completed,Đuôi,3.300000,1
1999,3,1-L31014-BLK-L2-DD,completed,Két trên,2.500000,1
1999,3,1-L31014-BLK-L2-DD,completed,Két dưới,2.400000,1
7764,3,4-CVAC06-BLK-I0-35,completed,Đai,63.000000,1
8049,3,4-KATEIN-BLK-N0-28,completed,Viền,159.500000,1
7554,3,3-NH950V-BLK-23-CY,completed,Két nhựa,100.000000,1
6580,3,9-NS3C02-000-00-NT,completed,Nút sắt,100.000000,1
3983,3,5-DAFELT-BLK-07-TA,completed,Dây size,63.000000,1
2346,3,2-GANXAM-GRY-00-WW,completed,Keo dựng mặt,3.400000,1
2404,3,6-NH7000-BLK-00-WW,completed,Khóa,100.000000,1
4382,3,8-BF0092-000-00-TL,completed,Nhãn,100.000000,1
5948,3,7-CM0BLK-BLK-50-PP,completed,Chỉ may,1.000000,1
6609,3,9-L02680-400-00-TA,completed,Giấy lót nón,100.000000,1
6731,3,9-B03680-WHI-00-HN,completed,Bao nylon,4.000000,1
8225,3,9-X44317-Y00-5L-BN,completed,Thùng lớn,1.000000,1
8428,3,4-CVAC06-BLK-I6-30,completed,Đai TP,63.000000,1
1999,4,1-L31014-BLK-L2-DD,completed,Mặt,1.500000,1
1997,4,1-L31014-BLK-00-DD,completed,Hông,1.400000,1
1997,4,1-L31014-BLK-00-DD,completed,Đuôi,1.700000,1
1999,4,1-L31014-BLK-L2-DD,completed,Két trên,1.300000,1
1999,4,1-L31014-BLK-L2-DD,completed,Két dưới,1.200000,1
7764,4,4-CVAC06-BLK-I0-35,completed,Đai,31.500000,1
8049,4,4-KATEIN-BLK-N0-28,completed,Viền,79.800000,1
7569,4,3-N950KV-BLK-23-CY,completed,Két nhựa,50.000000,1
6580,4,9-NS3C02-000-00-NT,completed,Nút sắt,50.000000,1
3983,4,5-DAFELT-BLK-07-TA,completed,Dây size,31.500000,1
2346,4,2-GANXAM-GRY-00-WW,completed,Keo dựng mặt,1.700000,1
2404,4,6-NH7000-BLK-00-WW,completed,Khóa,50.000000,1
4382,4,8-BF0092-000-00-TL,completed,Nhãn,50.000000,1
5948,4,7-CM0BLK-BLK-50-PP,completed,Chỉ may,1.000000,1
6609,4,9-L02680-400-00-TA,completed,Giấy lót nón,50.000000,1
6731,4,9-B03680-WHI-00-HN,completed,Bao nylon,2.000000,1
8225,4,9-X44317-Y00-5L-BN,completed,Thùng lớn,0.500000,1
8428,4,4-CVAC06-BLK-I6-30,completed,Đai TP,32.000000,1
2029,5,1-L31014-WHI-L1-DD,completed,Mặt + nút,1.500000,1
2027,5,1-L31014-WHI-00-DD,completed,Hông,1.400000,1
2027,5,1-L31014-WHI-00-DD,completed,Đuôi,1.700000,1
2029,5,1-L31014-WHI-L1-DD,completed,Két trên,1.300000,1
2029,5,1-L31014-WHI-L1-DD,completed,Két dưới,1.200000,1
7786,5,4-CVAC08-WHI-I0-35,completed,Đai,32.100000,1
7693,5,4-KATEIN-WHI-N0-28,completed,Viền,81.300000,1
7555,5,3-NH950V-WHI-23-CY,completed,Két nhựa,50.000000,1
6580,5,9-NS3C02-000-00-NT,completed,Nút sắt,50.000000,1
3989,5,5-DAFELT-WHI-07-TA,completed,Dây size,32.100000,1
2349,5,2-M83200-WHI-00-DI,completed,Keo dựng mặt,1.600000,1
2410,5,6-NH7000-WHI-00-WW,completed,Khóa,50.000000,1
4382,5,8-BF0092-000-00-TL,completed,Nhãn,50.000000,1
3318,5,7-CM1712-WHI-50-PP,completed,Chỉ may,0.500000,1
6609,5,9-L02680-400-00-TA,completed,Giấy lót nón,50.000000,1
6731,5,9-B03680-WHI-00-HN,completed,Bao nylon,2.000000,1
8225,5,9-X44317-Y00-5L-BN,completed,Thùng lớn,0.500000,1
8431,5,4-CVAC08-WHI-I5-30,completed,Đai TP,32.000000,1
2029,6,1-L31014-WHI-L1-DD,completed,Mặt,2.900000,1
2027,6,1-L31014-WHI-00-DD,completed,Hông,2.800000,1
2027,6,1-L31014-WHI-00-DD,completed,Đuôi,3.300000,1
2029,6,1-L31014-WHI-L1-DD,completed,Két trên,2.500000,1
2029,6,1-L31014-WHI-L1-DD,completed,Két dưới,2.400000,1
7786,6,4-CVAC08-WHI-I0-35,completed,Đai,63.000000,1
7693,6,4-KATEIN-WHI-N0-28,completed,Viền,159.500000,1
7555,6,3-NH950V-WHI-23-CY,completed,Két nhựa,100.000000,1
6580,6,9-NS3C02-000-00-NT,completed,Nút sắt,100.000000,1
3989,6,5-DAFELT-WHI-07-TA,completed,Dây size,63.000000,1
2349,6,2-M83200-WHI-00-DI,completed,Keo dựng mặt,3.400000,1
2410,6,6-NH7000-WHI-00-WW,completed,Khóa,100.000000,1
4382,6,8-BF0092-000-00-TL,completed,Nhãn,100.000000,1
3318,6,7-CM1712-WHI-50-PP,completed,Chỉ may,1.000000,1
6609,6,9-L02680-400-00-TA,completed,Giấy lót nón,100.000000,1
6731,6,9-B03680-WHI-00-HN,completed,Bao nylon,4.000000,1
8225,6,9-X44317-Y00-5L-BN,completed,Thùng lớn,1.000000,1
8431,6,4-CVAC08-WHI-I5-30,completed,Đai TP,63.000000,1
2029,7,1-L31014-WHI-L1-DD,completed,Mặt + nút,1.500000,1
2027,7,1-L31014-WHI-00-DD,completed,Hông,1.400000,1
2027,7,1-L31014-WHI-00-DD,completed,Đuôi,1.700000,1
2029,7,1-L31014-WHI-L1-DD,completed,Két trên,1.300000,1
2029,7,1-L31014-WHI-L1-DD,completed,Két dưới,1.200000,1
7786,7,4-CVAC08-WHI-I0-35,completed,Đai,30.000000,1
7693,7,4-KATEIN-WHI-N0-28,completed,Viền,79.800000,1
7570,7,3-N950KV-WHI-23-CY,completed,Két nhựa,50.000000,1
6580,7,9-NS3C02-000-00-NT,completed,Nút sắt,50.000000,1
3989,7,5-DAFELT-WHI-07-TA,completed,Dây size,31.500000,1
2349,7,2-M83200-WHI-00-DI,completed,Keo dựng mặt,1.700000,1
2410,7,6-NH7000-WHI-00-WW,completed,Khóa,50.000000,1
4382,7,8-BF0092-000-00-TL,completed,Nhãn,50.000000,1
3318,7,7-CM1712-WHI-50-PP,completed,Chỉ may,0.500000,1
6609,7,9-L02680-400-00-TA,completed,Giấy lót nón,50.000000,1
6731,7,9-B03680-WHI-00-HN,completed,Bao nylon,2.000000,1
8225,7,9-X44317-Y00-5L-BN,completed,Thùng lớn,0.500000,1
8431,7,4-CVAC08-WHI-I5-30,completed,Đai TP,32.000000,1
8318,8,1-SUEDE0-CPG-L2-TQ,completed,Mặt,8.700000,1
8318,8,1-SUEDE0-CPG-L2-TQ,completed,Hông,8.300000,1
8318,8,1-SUEDE0-CPG-L2-TQ,completed,Đuôi,10.100000,1
317,8,1-SUEDE0-BLK-L2-TQ,completed,Két trên+Nút,7.600000,1
7513,8,1-POGXIN-WHI-V3-DK,completed,Két dưới,7.200000,1
7764,8,4-CVAC06-BLK-I0-35,completed,Đai,189.600000,1
7684,8,4-NYLOWW-BLK-N0-28,completed,Viền,447.000000,1
3983,8,5-DAFELT-BLK-07-TA,completed,Dây size,186.000000,1
7554,8,3-NH950V-BLK-23-CY,completed,Két nhựa,301.000000,1
2348,8,2-M83200-BLK-00-DI,completed,Keo dựng mặt,10.200000,1
6580,8,9-NS3C02-000-00-NT,completed,Nút sắt,307.000000,1
2404,8,6-NH7000-BLK-00-WW,completed,Khóa,301.000000,1
4327,8,8-BF0037-000-DE-TL,completed,Nhãn đai,301.000000,1
3426,8,7-CM5953-GRN-50-PP,completed,Chỉ may Chóp,3.000000,1
5948,8,7-CM0BLK-BLK-50-PP,completed,"Chỉ Két, Bọ, Đai Viền",3.000000,1
6609,8,9-L02680-400-00-TA,completed,Giấy lót nón,301.000000,1
6773,8,9-BBF001-WHI-IN-HN,completed,Bao nylon,301.000000,1
8225,8,9-X44317-Y00-5L-BN,completed,Thùng lớn,3.000000,1
194,9,1-CVAC40-VGO-00-HV,completed,Mặt,22.200000,1
194,9,1-CVAC40-VGO-00-HV,completed,Hông,21.000000,1
194,9,1-CVAC40-VGO-00-HV,completed,Đuôi,25.600000,1
326,9,1-SUEDE0-BRO-L2-TQ,completed,Két trên+Nút,21.000000,1
7513,9,1-POGXIN-WHI-V3-DK,completed,Két dưới,18.300000,1
7764,9,4-CVAC06-BLK-I0-35,completed,Đai,504.600000,1
7684,9,4-NYLOWW-BLK-N0-28,completed,Viền,1189.500000,1
3983,9,5-DAFELT-BLK-07-TA,completed,Dây size,495.000000,1
7554,9,3-NH950V-BLK-23-CY,completed,Két nhựa,801.000000,1
2346,9,2-GANXAM-GRY-00-WW,completed,Keo dựng mặt,27.200000,1
6580,9,9-NS3C02-000-00-NT,completed,Nút sắt,801.000000,1
2425,9,6-NH7000-WHT-00-WW,completed,Khóa,801.000000,1
4327,9,8-BF0037-000-DE-TL,completed,Nhãn đai,801.000000,1
6190,9,7-CM8357-BGE-50-PP,completed,Chỉ may Chóp,8.000000,1
3329,9,7-CM2336-DBR-50-PP,completed,"Chỉ Két trên, Bọ",6.000000,1
3351,9,7-CM3822-RED-50-PP,completed,Chỉ Két dưới,3.000000,1
5948,9,7-CM0BLK-BLK-50-PP,completed,Chỉ Đai viền,8.000000,1
6609,9,9-L02680-400-00-TA,completed,Giấy lót nón,801.000000,1
6773,9,9-BBF001-WHI-IN-HN,completed,Bao in,801.000000,1
8225,9,9-X44317-Y00-5L-BN,completed,Thùng lớn,8.000000,1
8316,10,1-SUEDE0-WIP-L2-TQ,completed,Mặt,14.200000,1
51,10,1-COVAC0-ONG-00-CA,completed,Nút vải,3.000000,1
8316,10,1-SUEDE0-WIP-L2-TQ,completed,Hông,13.400000,1
8316,10,1-SUEDE0-WIP-L2-TQ,completed,Đuôi,16.100000,1
317,10,1-SUEDE0-BLK-L2-TQ,completed,Két trên,12.300000,1
7513,10,1-POGXIN-WHI-V3-DK,completed,Két dưới,11.700000,1
7764,10,4-CVAC06-BLK-I0-35,completed,Đai,315.600000,1
7684,10,4-NYLOWW-BLK-N0-28,completed,Viền,744.000000,1
3983,10,5-DAFELT-BLK-07-TA,completed,Dây size,309.600000,1
7554,10,3-NH950V-BLK-23-CY,completed,Két nhựa,501.000000,1
2348,10,2-M83200-BLK-00-DI,completed,Keo dựng mặt,17.000000,1
6580,10,9-NS3C02-000-00-NT,completed,Nút sắt,501.000000,1
2404,10,6-NH7000-BLK-00-WW,completed,Khóa,501.000000,1
4327,10,8-BF0037-000-DE-TL,completed,Nhãn đai,501.000000,1
8371,10,7-CM4926-PLE-50-PP,completed,Chỉ may chóp,5.000000,1
5948,10,7-CM0BLK-BLK-50-PP,completed,Chỉ quay két+Đai Viền,6.000000,1
3324,10,7-CM2232-ORA-50-PP,completed,Chỉ quay bọ,1.500000,1
6609,10,9-L02680-400-00-TA,completed,Giấy lót nón,501.000000,1
6773,10,9-BBF001-WHI-IN-HN,completed,Bao nylon,501.000000,1
8225,10,9-X44317-Y00-5L-BN,completed,Thùng lớn,5.000000,1
317,11,1-SUEDE0-BLK-L2-TQ,completed,Mặt,14.200000,1
51,11,1-COVAC0-ONG-00-CA,completed,Nút vải,3.000000,1
317,11,1-SUEDE0-BLK-L2-TQ,completed,Hông,13.400000,1
317,11,1-SUEDE0-BLK-L2-TQ,completed,Đuôi,16.300000,1
317,11,1-SUEDE0-BLK-L2-TQ,completed,Két trên,12.300000,1
7513,11,1-POGXIN-WHI-V3-DK,completed,Két dưới,11.700000,1
7764,11,4-CVAC06-BLK-I0-35,completed,Đai,315.600000,1
7684,11,4-NYLOWW-BLK-N0-28,completed,Viền,744.000000,1
3983,11,5-DAFELT-BLK-07-TA,completed,Dây size,309.600000,1
7554,11,3-NH950V-BLK-23-CY,completed,Két nhựa,501.000000,1
2348,11,2-M83200-BLK-00-DI,completed,Keo dựng mặt,17.000000,1
6580,11,9-NS3C02-000-00-NT,completed,Nút sắt,501.000000,1
2404,11,6-NH7000-BLK-00-WW,completed,Khóa,501.000000,1
4327,11,8-BF0037-000-DE-TL,completed,Nhãn đai,501.000000,1
5948,11,7-CM0BLK-BLK-50-PP,completed,"Chỉ may nón, Đai viền",10.000000,1
3324,11,7-CM2232-ORA-50-PP,completed,Chỉ quay Bọ,1.500000,1
6609,11,9-L02680-400-00-TA,completed,Giấy lót nón,501.000000,1
6773,11,9-BBF001-WHI-IN-HN,completed,Bao nylon,501.000000,1
8225,11,9-X44317-Y00-5L-BN,completed,Thùng lớn,5.000000,1
82,12,1-CVAC06-BLK-00-HV,completed,Mặt+Nút,1.400000,1
82,12,1-CVAC06-BLK-00-HV,completed,Hông,1.500000,1
82,12,1-CVAC06-BLK-00-HV,completed,Đuôi,1.700000,1
82,12,1-CVAC06-BLK-00-HV,completed,Két trên,1.200000,1
82,12,1-CVAC06-BLK-00-HV,completed,Két dưới,1.200000,1
7488,12,4-CVAC06-BLK-A0-35,completed,Đai,32.100000,1
8162,12,4-NYLOIN-BLK-N0-28,completed,Viền,82.500000,1
3983,12,5-DAFELT-BLK-07-TA,completed,Dây size,31.500000,1
7578,12,3-NH0675-BLK-23-CY,completed,Két nhựa,51.000000,1
2346,12,2-GANXAM-GRY-00-WW,completed,Keo,1.700000,1
6580,12,9-NS3C02-000-00-NT,completed,Nút sắt,53.000000,1
2404,12,6-NH7000-BLK-00-WW,completed,Khóa,51.000000,1
4350,12,8-BF0060-000-DE-TL,completed,Nhãn đai,51.000000,1
5948,12,7-CM0BLK-BLK-50-PP,completed,Chỉ may,0.500000,1
5948,12,7-CM0BLK-BLK-50-PP,completed,Chỉ Đai viền,0.500000,1
6609,12,9-L02680-400-00-TA,completed,Giấy lót nón,51.000000,1
6731,12,9-B03680-WHI-00-HN,completed,Bao nylon,2.000000,1
6587,12,9-HCHOAM-000-00-NP,completed,Chống ẩm,2.000000,1
8225,12,9-X44317-Y00-5L-BN,completed,Thùng lớn,0.500000,1
82,13,1-CVAC06-BLK-00-HV,completed,Mặt+Nút,1.400000,1
82,13,1-CVAC06-BLK-00-HV,completed,Hông,1.500000,1
82,13,1-CVAC06-BLK-00-HV,completed,Đuôi,1.700000,1
82,13,1-CVAC06-BLK-00-HV,completed,Két trên,1.200000,1
82,13,1-CVAC06-BLK-00-HV,completed,Két dưới,1.200000,1
7488,13,4-CVAC06-BLK-A0-35,completed,Đai,32.100000,1
8162,13,4-NYLOIN-BLK-N0-28,completed,Viền,82.500000,1
3983,13,5-DAFELT-BLK-07-TA,completed,Dây size,31.500000,1
7578,13,3-NH0675-BLK-23-CY,completed,Két nhựa,51.000000,1
2346,13,2-GANXAM-GRY-00-WW,completed,Keo dựng mặt,1.700000,1
6580,13,9-NS3C02-000-00-NT,completed,Nút sắt,53.000000,1
2404,13,6-NH7000-BLK-00-WW,completed,Khóa,51.000000,1
4350,13,8-BF0060-000-DE-TL,completed,Nhãn đai,51.000000,1
5948,13,7-CM0BLK-BLK-50-PP,completed,Chỉ may nón,0.500000,1
5948,13,7-CM0BLK-BLK-50-PP,completed,Chỉ Đai viền,0.500000,1
6609,13,9-L02680-400-00-TA,completed,Giấy lót nón,51.000000,1
6731,13,9-B03680-WHI-00-HN,completed,Bao nylon,2.000000,1
6587,13,9-HCHOAM-000-00-NP,completed,Chống ẩm,2.000000,1
8225,13,9-X44317-Y00-5L-BN,completed,Thùng lớn,0.500000,1
82,14,1-CVAC06-BLK-00-HV,completed,Mặt+Nút,11.000000,1
82,14,1-CVAC06-BLK-00-HV,completed,Hông,11.300000,1
82,14,1-CVAC06-BLK-00-HV,completed,Đuôi,12.600000,1
82,14,1-CVAC06-BLK-00-HV,completed,Két trên,9.400000,1
82,14,1-CVAC06-BLK-00-HV,completed,Két dưới,9.000000,1
82,14,1-CVAC06-BLK-00-HV,completed,Dây khóa,4.700000,1
7487,14,4-CVAC06-BLK-D0-30,completed,Đai,252.000000,1
6858,14,4-KATEHV-BLK-N0-28,completed,Viền,594.000000,1
3983,14,5-DAFELT-BLK-07-TA,completed,Dây size,247.200000,1
7564,14,3-NH2302-BLK-23-CY,completed,Két nhựa,400.000000,1
6580,14,9-NS3C02-000-00-NT,completed,Nút sắt,405.000000,1
2474,14,6-DCS013-000-00-KP,completed,Khóa đồng,400.000000,1
4295,14,8-BF0005-000-DE-TL,completed,Nhãn,400.000000,1
5948,14,7-CM0BLK-BLK-50-PP,completed,Chỉ may nón,4.000000,1
5948,14,7-CM0BLK-BLK-50-PP,completed,Chỉ may đai viền,4.000000,1
6199,14,9-GL350G-000-00-NA,completed,Giấy lót nón,400.000000,1
6758,14,9-B03640-0BF-IN-HN,completed,Bao nylon,400.000000,1
8225,14,9-X44317-Y00-5L-BN,completed,Thùng lớn,4.000000,1
8347,14,4-CVAC06-BLK-D6-30,completed,ĐAI,252.000000,1
8311,14,1-GOLDAI-WHI-00-EP,completed,Gòng lót Mặt,6.000000,1
96,15,1-CVAC07-GRY-00-HV,completed,Mặt+Nút,5.700000,1
96,15,1-CVAC07-GRY-00-HV,completed,Hông,5.800000,1
96,15,1-CVAC07-GRY-00-HV,completed,Đuôi,6.500000,1
96,15,1-CVAC07-GRY-00-HV,completed,Két trên,4.800000,1
96,15,1-CVAC07-GRY-00-HV,completed,Két dưới,4.600000,1
96,15,1-CVAC07-GRY-00-HV,completed,Dây khóa,2.400000,1
7491,15,4-CVAC07-GRY-D0-30,completed,Đai,126.000000,1
6869,15,4-KATEHV-GRY-N0-28,completed,Viền,297.000000,1
3989,15,5-DAFELT-WHI-07-TA,completed,Dây size,123.600000,1
7565,15,3-NH2302-WHI-23-CY,completed,Két nhựa,200.000000,1
6580,15,9-NS3C02-000-00-NT,completed,Nút sắt,200.000000,1
2474,15,6-DCS013-000-00-KP,completed,khóa đồng,200.000000,1
4295,15,8-BF0005-000-DE-TL,completed,Nhãn đai,200.000000,1
3646,15,7-CM9633-QRY-50-PP,completed,Chỉ may,2.000000,1
3646,15,7-CM9633-QRY-50-PP,completed,Chỉ may đai viền,2.000000,1
6199,15,9-GL350G-000-00-NA,completed,Giấy lót nón,200.000000,1
6758,15,9-B03640-0BF-IN-HN,completed,Bao nylon,200.000000,1
8225,15,9-X44317-Y00-5L-BN,completed,Thùng lớn,2.000000,1
8356,15,4-CVAC07-GRY-D5-30,completed,ĐAI,126.000000,1
287,16,1-CVAC91-PLL-00-HV,completed,Mặt+Nút,2.800000,1
287,16,1-CVAC91-PLL-00-HV,completed,Hông,2.900000,1
287,16,1-CVAC91-PLL-00-HV,completed,Đuôi,3.200000,1
287,16,1-CVAC91-PLL-00-HV,completed,Két trên,2.400000,1
287,16,1-CVAC91-PLL-00-HV,completed,Két dưới,2.300000,1
287,16,1-CVAC91-PLL-00-HV,completed,Dây khóa,1.200000,1
8259,16,4-CVAC91-PLL-D0-30,completed,Đai,63.000000,1
7094,16,4-KATE00-PLL-N0-28,completed,Viền,148.500000,1
3989,16,5-DAFELT-WHI-07-TA,completed,Dây size,61.800000,1
7565,16,3-NH2302-WHI-23-CY,completed,Két nhựa,100.000000,1
6580,16,9-NS3C02-000-00-NT,completed,Nút sắt,100.000000,1
2474,16,6-DCS013-000-00-KP,completed,Khóa đồng,100.000000,1
4295,16,8-BF0005-000-DE-TL,completed,Nhãn đai,100.000000,1
6188,16,7-CM4178-MSD-50-PP,completed,Chỉ may,1.000000,1
6188,16,7-CM4178-MSD-50-PP,completed,Chỉ may đai viền,1.000000,1
6199,16,9-GL350G-000-00-NA,completed,Giấy lót nón,100.000000,1
6758,16,9-B03640-0BF-IN-HN,completed,Bao nylon,100.000000,1
8225,16,9-X44317-Y00-5L-BN,completed,Thùng lớn,1.000000,1
8414,16,4-CVAC91-PLL-D5-30,completed,ĐAI,63.000000,1
194,17,1-CVAC40-VGO-00-HV,completed,Mặt+Nút,2.900000,1
194,17,1-CVAC40-VGO-00-HV,completed,Hông,3.000000,1
194,17,1-CVAC40-VGO-00-HV,completed,Đuôi,3.300000,1
194,17,1-CVAC40-VGO-00-HV,completed,Két trên,2.500000,1
194,17,1-CVAC40-VGO-00-HV,completed,Két dưới,2.400000,1
194,17,1-CVAC40-VGO-00-HV,completed,Dây khóa,1.200000,1
8260,17,4-CVAC40-VGO-I5-35,completed,Đai,63.000000,1
6856,17,4-KATEHV-BGE-N0-28,completed,Viền,148.500000,1
3989,17,5-DAFELT-WHI-07-TA,completed,Dây size,61.800000,1
7565,17,3-NH2302-WHI-23-CY,completed,Két nhựa,100.000000,1
6580,17,9-NS3C02-000-00-NT,completed,Nút sắt,105.000000,1
2474,17,6-DCS013-000-00-KP,completed,Khóa đồng,100.000000,1
4295,17,8-BF0005-000-DE-TL,completed,Nhãn đai,100.000000,1
6190,17,7-CM8357-BGE-50-PP,completed,Chỉ may nón,1.000000,1
6190,17,7-CM8357-BGE-50-PP,completed,Chỉ Đai Viền,1.000000,1
6199,17,9-GL350G-000-00-NA,completed,Giấy lót nón,100.000000,1
6758,17,9-B03640-0BF-IN-HN,completed,Bao nylon,100.000000,1
8225,17,9-X44317-Y00-5L-BN,completed,Thùng lớn,1.000000,1
8416,17,4-CVAC40-VGO-D5-30,completed,ĐAI,63.000000,1
131,18,1-CVAC14-NAV-00-HV,completed,Mặt+Nút,2.800000,1
131,18,1-CVAC14-NAV-00-HV,completed,Hông,2.900000,1
131,18,1-CVAC14-NAV-00-HV,completed,Đuôi,3.200000,1
131,18,1-CVAC14-NAV-00-HV,completed,Két trên,2.400000,1
131,18,1-CVAC14-NAV-00-HV,completed,Két dưới,2.300000,1
131,18,1-CVAC14-NAV-00-HV,completed,Dây khóa,1.200000,1
8229,18,4-CVAC14-NAV-D0-30,completed,Đai,63.000000,1
6974,18,4-KATE00-MDB-N0-28,completed,Viền,148.500000,1
3983,18,5-DAFELT-BLK-07-TA,completed,Dây size,61.800000,1
7564,18,3-NH2302-BLK-23-CY,completed,Két nhựa,100.000000,1
6580,18,9-NS3C02-000-00-NT,completed,Nút sắt,100.000000,1
2474,18,6-DCS013-000-00-KP,completed,Khoá đồng,100.000000,1
4295,18,8-BF0005-000-DE-TL,completed,Nhãn đai,100.000000,1
3531,18,7-CM7982-NAV-50-PP,completed,Chỉ may nón,1.000000,1
3531,18,7-CM7982-NAV-50-PP,completed,CHỉ may Đai viền,1.000000,1
6199,18,9-GL350G-000-00-NA,completed,Giấy lót nón,100.000000,1
6758,18,9-B03640-0BF-IN-HN,completed,Bao nylon,100.000000,1
8225,18,9-X44317-Y00-5L-BN,completed,Thùng lớn,1.000000,1
8418,18,4-CVAC14-NAV-D6-30,completed,ĐAI,63.000000,1
235,20,1-CVAC57-OLI-00-HV,completed,Mặt+Nút,2.800000,1
235,20,1-CVAC57-OLI-00-HV,completed,Hông,2.900000,1
235,20,1-CVAC57-OLI-00-HV,completed,Đuôi,3.200000,1
235,20,1-CVAC57-OLI-00-HV,completed,Két trên,2.400000,1
235,20,1-CVAC57-OLI-00-HV,completed,Két dưới,2.300000,1
235,20,1-CVAC57-OLI-00-HV,completed,Dây khóa,1.200000,1
8263,20,4-CVAC57-OLI-00-30,completed,Đai,63.000000,1
6863,20,4-KATE00-CPR-N0-28,completed,Viền,148.500000,1
3983,20,5-DAFELT-BLK-07-TA,completed,Dây size,61.800000,1
7564,20,3-NH2302-BLK-23-CY,completed,Két nhựa,100.000000,1
6580,20,9-NS3C02-000-00-NT,completed,Nút sắt,105.000000,1
2474,20,6-DCS013-000-00-KP,completed,khóa đồng,100.000000,1
4295,20,8-BF0005-000-DE-TL,completed,Nhãn,100.000000,1
3577,20,7-CM8654-GRN-50-PP,completed,Chỉ may,1.000000,1
3577,20,7-CM8654-GRN-50-PP,completed,Chỉ Đai Viền,1.000000,1
6199,20,9-GL350G-000-00-NA,completed,Giấy lót nón,100.000000,1
6758,20,9-B03640-0BF-IN-HN,completed,Bao nylon,100.000000,1
8225,20,9-X44317-Y00-5L-BN,completed,Thùng lớn,1.000000,1
8422,20,4-CVAC57-OLI-D6-30,completed,ĐAI,63.000000,1
102,21,1-CVAC08-WHI-00-HV,completed,Mặt+Nút,11.000000,1
102,21,1-CVAC08-WHI-00-HV,completed,Hông,11.300000,1
