product_id,quantity_stock_out
1,35.000000
1,15.000000
1,3.000000
1,64.000000
1,5.500000
1,110.000000
1,10.000000
1,5.000000
1,10.000000
1,5.000000
1,5.000000
1,5.000000
1,12.000000
1,140.000000
1,82.000000
1,27.000000
1,34.000000
1,26.000000
1,40.000000
1,39.000000
1,37.000000
1,25.000000
1,11.000000
1,14.000000
1,27.500000
1,37.000000
1,23.000000
1,11.000000
1,18.000000
1,24.000000
1,5.000000
1,3.000000
1,6.000000
1,5.000000
1,53.000000
1,3.500000
1,10.000000
1,101.000000
1,67.000000
1,72.000000
1,48.000000
1,42.000000
1,97.000000
1,67.000000
1,84.000000
1,10.000000
1,10.000000
1,87.000000
1,76.000000
1,82.000000
1,7.000000
1,7.000000
1,12.000000
1,28.000000
1,28.000000
1,18.000000
1,18.000000
1,23.000000
1,17.000000
1,7.000000
1,14.000000
1,55.000000
1,21.000000
1,7.000000
1,37.000000
1,11.000000
1,14.000000
1,61.000000
1,8.000000
1,3.500000
1,13.000000
1,20.000000
1,64.000000
1,38.000000
1,25.000000
1,233.500000
1,17.000000
1,40.000000
1,11.000000
1,11.000000
1,58.000000
1,10.000000
1,5.000000
1,3.000000
1,5.500000
1,71.000000
1,18.000000
1,123.400000
1,4.000000
1,7.000000
1,8.000000
1,6.000000
1,3.000000
1,3.500000
1,3.500000
1,3.500000
1,3.500000
1,3.500000
1,3.500000
1,13.000000
1,5.000000
1,53.000000
1,10.500000
1,6.000000
1,13.000000
1,2.400000
1,25.000000
1,2.000000
1,7.000000
1,2.000000
1,8.000000
1,3.500000
1,11.000000
1,11.000000
1,11.000000
1,1218.000000
1,5.000000
1,14.000000
1,13.000000
1,31.000000
1,30.000000
1,30.000000
1,24.000000
1,3.500000
1,8.000000
1,10.000000
1,5.000000
1,5.000000
1,5.000000
1,5.000000
1,5.000000
1,5.000000
1,5.000000
1,10.000000
1,5.000000
1,5.000000
1,11.000000
1,11.000000
1,18.000000
1,8.000000
1,46.000000
1,24.000000
1,30.000000
1,16.000000
1,23.700000
1,12.000000
1,25.000000
1,19.000000
1,17.000000
1,45.000000
1,32.000000
1,14.000000
1,66.000000
1,13.000000
1,23.000000
1,14.000000
1,17.000000
1,65.000000
1,65.000000
1,2.000000
1,4.000000
1,2.000000
1,5.500000
1,17.000000
1,9.000000
1,16.000000
1,8.000000
1,21.000000
1,34.000000
1,11.000000
1,35.900000
1,12.000000
1,18.000000
1,7.000000
1,7.000000
1,17.000000
1,47.000000
1,34.000000
1,26.500000
1,9.000000
1,30.000000
1,610.000000
1,7.900000
1,5.500000
1,7.900000
1,107.000000
1,13.000000
1,25.000000
1,12.000000
1,24.000000
1,204.000000
1,30.000000
1,19.000000
1,19.000000
1,40.000000
1,24.000000
1,224.000000
1,25.500000
1,17.000000
1,10.500000
1,17.000000
1,10.500000
1,17.000000
1,10.500000
1,24.000000
1,11.000000
1,24.000000
1,17.000000
1,24.000000
1,165.000000
1,11.000000
1,224.000000
1,44.000000
1,28.000000
1,27.000000
1,6.000000
1,136.200000
1,101.000000
1,6.000000
1,4.000000
1,2.000000
1,15.000000
1,10.000000
1,11.000000
1,10.000000
1,13.000000
1,55.000000
1,30.000000
1,3.500000
1,50.000000
1,11.000000
1,16.000000
1,55.000000
1,79.000000
1,11.000000
1,38.000000
1,28.000000
1,5.500000
1,5.800000
1,31.440000
1,6.100000
1,6.100000
1,6.200000
1,6.200000
1,6.400000
1,6.400000
1,6.110000
1,285.250000
1,4.000000
1,5.000000
1,9.000000
1,37.000000
1,11.000000
1,1404.690000
1,389.600000
1,113.710000
1,62.000000
1,4.500000
1,134.000000
1,4.000000
1,4.000000
1,4.000000
1,4.000000
1,5.000000
1,5.800000
1,62.200000
1,22.000000
1,14.000000
1,27.000000
1,25.000000
1,11.000000
1,13.000000
1,95.000000
1,5.000000
1,10.000000
1,10.000000
1,11.000000
1,3.000000
1,92.000000
1,95.000000
1,37.000000
1,38.000000
1,10.000000
1,15.000000
1,22.000000
1,3.000000
1,8.000000
1,11.000000
1,11.000000
1,11.000000
1,11.000000
1,3.000000
1,5.500000
1,32.000000
1,13.000000
1,23.000000
1,4.000000
1,73.000000
1,17.000000
1,26.000000
1,147.000000
1,30.000000
1,43.000000
1,54.000000
1,29.000000
1,327.200000
1,8.000000
1,8.000000
1,5.000000
1,5.000000
1,14.000000
1,58.000000
1,45.000000
1,12.000000
1,9.000000
1,5.000000
1,26.000000
1,12.000000
1,4.500000
1,6.300000
1,113.900000
1,67.100000
1,111.000000
1,97.000000
1,162.000000
1,97.000000
1,98.000000
1,17.000000
1,90.000000
1,12.000000
1,6.000000
1,6.000000
1,30.000000
1,12.000000
1,5.550000
1,17.000000
1,458.100000
1,596.000000
1,65.000000
1,126.000000
1,6.110000
1,8.000000
1,19.000000
1,50.000000
1,24.000000
1,270.000000
1,4.000000
1,4.000000
1,40.000000
1,11.000000
1,1.500000
1,1.500000
1,1.500000
1,1.500000
1,151.800000
1,11.000000
1,15.000000
1,7.000000
1,23.000000
1,35.000000
1,37.000000
1,54.000000
1,85.000000
1,53.000000
1,21.000000
1,3.000000
1,15.000000
1,114.300000
1,7.000000
1,57.000000
1,11.000000
1,50.000000
1,24.810000
1,183.190000
1,10.500000
1,3.000000
1,18.000000
1,3.000000
1,10.500000
1,4.000000
1,4.000000
1,4.000000
1,5.000000
1,2.000000
1,4.000000
1,3.000000
1,7.000000
1,2.000000
1,3.000000
1,3.000000
1,3.000000
1,4.000000
1,12.500000
1,11.000000
1,3.000000
1,11.000000
1,20.000000
1,4.000000
1,12.000000
1,12.000000
1,3.000000
1,4.000000
1,8.000000
1,12.000000
1,12.000000
1,9.000000
1,4.000000
1,9.000000
1,9.000000
1,3.500000
1,9.000000
1,26.000000
1,2.000000
1,4.000000
1,11.000000
1,6.500000
1,5.000000
1,11.000000
1,2.000000
1,26.000000
1,14.500000
1,3.000000
1,72.000000
1,11.000000
1,7.000000
1,63.000000
1,110.000000
1,4.000000
1,3.000000
1,5.000000
1,145.100000
1,2.000000
1,6.000000
1,4.000000
1,14.000000
1,3.000000
1,3.000000
1,25.000000
1,14.000000
1,11.000000
1,1.500000
1,8.000000
1,8.000000
1,2.000000
1,2.000000
1,3.000000
1,4.000000
1,15.000000
1,2.000000
1,0.500000
1,8.000000
1,14.000000
1,51.000000
1,4.000000
1,4.000000
1,69.000000
1,8.000000
1,25.000000
1,11.000000
1,5.500000
1,27.500000
1,11.000000
1,3.500000
1,41.000000
1,13.000000
1,105.500000
1,10.500000
1,10.500000
1,3.500000
1,97.000000
1,5.500000
1,9.000000
1,14.000000
1,4.000000
1,15.000000
1,9.000000
1,17.000000
1,9.000000
1,15.000000
1,20.000000
1,14.000000
1,9.000000
1,15.000000
1,12.000000
1,12.000000
1,95.000000
1,183.000000
1,14.000000
1,33.000000
1,11.000000
1,20.000000
1,11.000000
1,2.000000
1,2.000000
