code,name,product_id,outsourcing_order_id,is_complete_order,created_at_,delivery_at_,outsourcing_quantity,is_complete_order_detail
31102022-1149,TTD-311022-220-Trung Việt,11133,1148,1,2022-10-31,,24.000000,1
31102022-1149,TTD-311022-220-Trung Việt,11134,1148,1,2022-10-31,,54.000000,1
31102022-1149,TTD-311022-220-Trung Việt,9054,1148,1,2022-10-31,,4.000000,1
31102022-1149,TTD-311022-220-Trung Việt,317,1148,1,2022-10-31,,11.000000,1
31102022-1149,TTD-311022-220-Trung Việt,9936,1148,1,2022-10-31,,4.000000,1
31102022-1149,TTD-311022-220-Trung Việt,342,1148,1,2022-10-31,,11.000000,1
31102022-1149,TTD-311022-220-Trung Việt,11143,1148,1,2022-10-31,,4.000000,1
31102022-1149,TTD-311022-220-Trung Việt,11144,1148,1,2022-10-31,,11.000000,1
31102022-1149,TTD-311022-220-Trung Việt,9717,1148,1,2022-10-31,,8.000000,1
31102022-1149,TTD-311022-220-Trung Việt,920,1148,1,2022-10-31,,41.000000,1
31102022-1148,TTDKTY-221021-VS520-True Red-Slide,11130,1147,1,2022-10-31,2022-11-01,490.000000,1
31102022-1147,TTDKTY-220928-VS520-True Red-Slide / TTDKTY-220928-VS520-Pastel Lilac-Slide,11130,1146,1,2022-10-31,2022-11-01,480.000000,1
31102022-1147,TTDKTY-220928-VS520-True Red-Slide / TTDKTY-220928-VS520-Pastel Lilac-Slide,11132,1146,1,2022-10-31,2022-11-01,170.000000,1
31102022-1146,DYC-US-220919-Reidar Dao-638,8352,1145,1,2022-10-31,2022-11-01,85.000000,1
31102022-1146,DYC-US-220919-Reidar Dao-638,8331,1145,1,2022-10-31,2022-11-01,85.000000,1
31102022-1145,DYC-US-221026-Villa Azur-654,8517,1144,0,2022-10-31,2022-11-01,180.000000,0
31102022-1145,DYC-US-221026-Villa Azur-654,8341,1144,0,2022-10-31,2022-11-01,180.000000,0
31102022-1145,DYC-US-221026-Villa Azur-654,9021,1144,0,2022-10-31,2022-11-01,400.000000,1
31102022-1144,DYC-CH1-220929-Yachticea,10173,1143,1,2022-10-31,2022-11-01,170.000000,1
31102022-1144,DYC-CH1-220929-Yachticea,10172,1143,1,2022-10-31,2022-11-01,85.000000,1
31102022-1144,DYC-CH1-220929-Yachticea,10171,1143,1,2022-10-31,2022-11-01,85.000000,1
31102022-1143,DYC-CH1-220927-Xtreme Sports Verbier-Opt07,7312,1142,1,2022-10-31,2022-11-01,205.000000,1
29102022-1142,TTD-291022-219-Trung Việt,2282,1141,1,2022-10-29,,3.000000,1
29102022-1142,TTD-291022-219-Trung Việt,2281,1141,1,2022-10-29,,4.000000,1
29102022-1142,TTD-291022-219-Trung Việt,11064,1141,1,2022-10-29,,2.000000,1
29102022-1142,TTD-291022-219-Trung Việt,91,1141,1,2022-10-29,,7.000000,1
29102022-1142,TTD-291022-219-Trung Việt,1236,1141,1,2022-10-29,,3.500000,1
29102022-1142,TTD-291022-219-Trung Việt,1238,1141,1,2022-10-29,,16.000000,1
29102022-1142,TTD-291022-219-Trung Việt,1239,1141,1,2022-10-29,,2.000000,1
29102022-1142,TTD-291022-219-Trung Việt,2211,1141,1,2022-10-29,,8.000000,1
29102022-1142,TTD-291022-219-Trung Việt,1163,1141,1,2022-10-29,,129.000000,1
29102022-1141,UV Pro Boonie-OS-PO 78,10113,1140,1,2022-10-29,2022-10-31,710.000000,1
29102022-1141,UV Pro Boonie-OS-PO 78,7729,1140,1,2022-10-29,2022-10-31,2400.000000,1
28102022-1140,TTD-281022-218-Trung Việt,372,1139,1,2022-10-28,,8.000000,1
28102022-1140,TTD-281022-218-Trung Việt,373,1139,1,2022-10-28,,25.000000,1
28102022-1139,TTDKTY-221021-Blank,8382,1138,1,2022-10-28,2022-10-29,2100.000000,1
28102022-1139,TTDKTY-221021-Blank,8381,1138,1,2022-10-28,2022-10-29,2100.000000,1
28102022-1139,TTDKTY-221021-Blank,8380,1138,1,2022-10-28,2022-10-29,510.000000,1
28102022-1139,TTDKTY-221021-Blank,8379,1138,1,2022-10-28,2022-10-29,510.000000,1
28102022-1138,TTDKTY-221021-VS520,10729,1137,0,2022-10-28,2022-10-29,280.000000,0
28102022-1138,TTDKTY-221021-VS520,10723,1137,0,2022-10-28,2022-10-29,280.000000,0
28102022-1138,TTDKTY-221021-VS520,11132,1137,0,2022-10-28,2022-10-29,640.000000,0
28102022-1137,TTDKTY-220928-VS520,11130,1136,1,2022-10-28,2022-10-29,180.000000,1
28102022-1137,TTDKTY-220928-VS520,11132,1136,1,2022-10-28,2022-10-29,180.000000,1
28102022-1136,DYC-US-220919-Blacktiph-635-Opt01/03/04,8418,1135,0,2022-10-28,2022-10-29,80.000000,0
28102022-1136,DYC-US-220919-Blacktiph-635-Opt01/03/04,8417,1135,0,2022-10-28,2022-10-29,80.000000,0
28102022-1136,DYC-US-220919-Blacktiph-635-Opt01/03/04,8422,1135,0,2022-10-28,2022-10-29,80.000000,0
28102022-1136,DYC-US-220919-Blacktiph-635-Opt01/03/04,8421,1135,0,2022-10-28,2022-10-29,80.000000,0
28102022-1136,DYC-US-220919-Blacktiph-635-Opt01/03/04,8355,1135,0,2022-10-28,2022-10-29,80.000000,0
28102022-1136,DYC-US-220919-Blacktiph-635-Opt01/03/04,8334,1135,0,2022-10-28,2022-10-29,80.000000,0
28102022-1135,TTD-281022-217-Trung Việt,11154,1134,1,2022-10-28,,2.000000,1
28102022-1135,TTD-281022-217-Trung Việt,1309,1134,1,2022-10-28,,5.000000,1
28102022-1135,TTD-281022-217-Trung Việt,11155,1134,1,2022-10-28,,2.000000,1
28102022-1135,TTD-281022-217-Trung Việt,1288,1134,1,2022-10-28,,5.000000,1
28102022-1135,TTD-281022-217-Trung Việt,11156,1134,1,2022-10-28,,2.000000,1
28102022-1135,TTD-281022-217-Trung Việt,11158,1134,1,2022-10-28,,5.000000,1
28102022-1135,TTD-281022-217-Trung Việt,11157,1134,1,2022-10-28,,2.000000,1
28102022-1135,TTD-281022-217-Trung Việt,1236,1134,1,2022-10-28,,4.000000,1
28102022-1135,TTD-281022-217-Trung Việt,1239,1134,1,2022-10-28,,11.000000,1
28102022-1135,TTD-281022-217-Trung Việt,10169,1134,1,2022-10-28,,3.500000,1
28102022-1135,TTD-281022-217-Trung Việt,10170,1134,1,2022-10-28,,20.000000,1
28102022-1135,TTD-281022-217-Trung Việt,8310,1134,1,2022-10-28,,2.000000,1
28102022-1134,TTD-281022-200-KQ,9012,1133,1,2022-10-28,,75.000000,1
28102022-1134,TTD-281022-200-KQ,9008,1133,1,2022-10-28,,44.000000,1
28102022-1134,TTD-281022-200-KQ,9005,1133,1,2022-10-28,,65.000000,1
28102022-1134,TTD-281022-200-KQ,9028,1133,1,2022-10-28,,402.000000,1
27102022-1133,ĐAI-VIỀN dự trữ,8508,1132,0,2022-10-27,2022-10-28,26523.000000,1
27102022-1133,ĐAI-VIỀN dự trữ,6885,1132,0,2022-10-27,2022-10-28,35979.000000,0
27102022-1133,ĐAI-VIỀN dự trữ,8860,1132,0,2022-10-27,2022-10-28,420.000000,1
27102022-1133,ĐAI-VIỀN dự trữ,8430,1132,0,2022-10-27,2022-10-28,420.000000,0
27102022-1133,ĐAI-VIỀN dự trữ,8350,1132,0,2022-10-27,2022-10-28,300.000000,0
27102022-1133,ĐAI-VIỀN dự trữ,8329,1132,0,2022-10-27,2022-10-28,300.000000,0
27102022-1133,ĐAI-VIỀN dự trữ,8991,1132,0,2022-10-27,2022-10-28,100.000000,0
27102022-1133,ĐAI-VIỀN dự trữ,8746,1132,0,2022-10-27,2022-10-28,200.000000,0
27102022-1132,TSA-281022-062-Trung Việt,1197,1131,1,2022-10-27,,71.000000,1
27102022-1132,TSA-281022-062-Trung Việt,1169,1131,1,2022-10-27,,379.000000,1
27102022-1132,TSA-281022-062-Trung Việt,9687,1131,1,2022-10-27,,100.000000,1
27102022-1131,TTD-271022-216-Trung Việt,10503,1130,1,2022-10-27,,12.000000,1
27102022-1131,TTD-271022-216-Trung Việt,10504,1130,1,2022-10-27,,12.000000,1
27102022-1131,TTD-271022-216-Trung Việt,1310,1130,1,2022-10-27,,171.000000,1
27102022-1131,TTD-271022-216-Trung Việt,2168,1130,1,2022-10-27,,6.000000,1
27102022-1130,TTD-071022-184-KQ,11062,1129,1,2022-10-27,,768.000000,1
27102022-1129,TTD-271022-216-Trung Việt,10503,1128,1,2022-10-27,,12.000000,1
27102022-1129,TTD-271022-216-Trung Việt,10504,1128,1,2022-10-27,,12.000000,1
27102022-1129,TTD-271022-216-Trung Việt,1309,1128,1,2022-10-27,,171.200000,1
27102022-1129,TTD-271022-216-Trung Việt,2168,1128,1,2022-10-27,,6.000000,1
27102022-1128,TTD-271022-198-KQ,9028,1127,1,2022-10-27,,482.000000,1
27102022-1127,DYC-US-220901-Lightning Transport-627-Opt09,10888,1126,1,2022-10-27,2022-10-28,62.000000,1
27102022-1126,TTD-271022-083-Hằng Phong,1065,1125,1,2022-10-27,,57.000000,1
27102022-1126,TTD-271022-083-Hằng Phong,9663,1125,1,2022-10-27,,11.000000,1
27102022-1125,TTD-271022-082-Hằng Phong,1065,1124,1,2022-10-27,,21.000000,1
27102022-1125,TTD-271022-082-Hằng Phong,1061,1124,1,2022-10-27,,11.500000,1
27102022-1125,TTD-271022-082-Hằng Phong,9662,1124,1,2022-10-27,,11.000000,1
27102022-1125,TTD-271022-082-Hằng Phong,2334,1124,1,2022-10-27,,17.000000,1
27102022-1125,TTD-271022-082-Hằng Phong,1502,1124,1,2022-10-27,,23.000000,1
27102022-1125,TTD-271022-082-Hằng Phong,8413,1124,1,2022-10-27,,2.500000,1
26102022-1124,DYC-CH1-220921-Rebellion-Opt02-03-04,8538,1123,1,2022-10-26,2022-10-27,60.000000,1
26102022-1124,DYC-CH1-220921-Rebellion-Opt02-03-04,8537,1123,1,2022-10-26,2022-10-27,60.000000,1
26102022-1123,UV Pro Vented Safari-Khaki-OS-PO 78,10113,1122,1,2022-10-26,2022-10-27,1450.000000,1
26102022-1122,UV Pro Crusher Cape Cap-PO 78,9678,1121,0,2022-10-26,2022-10-27,600.000000,1
26102022-1122,UV Pro Crusher Cape Cap-PO 78,10115,1121,0,2022-10-26,2022-10-27,1555.000000,1
26102022-1122,UV Pro Crusher Cape Cap-PO 78,9679,1121,0,2022-10-26,2022-10-27,790.000000,1
26102022-1122,UV Pro Crusher Cape Cap-PO 78,10114,1121,0,2022-10-26,2022-10-27,2044.000000,1
26102022-1122,UV Pro Crusher Cape Cap-PO 78,9692,1121,0,2022-10-26,2022-10-27,1830.000000,1
26102022-1122,UV Pro Crusher Cape Cap-PO 78,9691,1121,0,2022-10-26,2022-10-27,1830.000000,0
26102022-1121,WM2023-PO78- UV Pro Wide Brim,9678,1120,0,2022-10-26,2022-10-27,2250.000000,1
26102022-1121,WM2023-PO78- UV Pro Wide Brim,9677,1120,0,2022-10-26,2022-10-27,1110.000000,1
26102022-1121,WM2023-PO78- UV Pro Wide Brim,8647,1120,0,2022-10-26,2022-10-27,1480.000000,1
26102022-1121,WM2023-PO78- UV Pro Wide Brim,8468,1120,0,2022-10-26,2022-10-27,1480.000000,0
26102022-1120,CIE-220618-CLB P3 Forest,7734,1119,1,2022-10-26,2022-10-27,650.000000,1
26102022-1120,CIE-220618-CLB P3 Forest,8925,1119,1,2022-10-26,2022-10-27,770.000000,1
26102022-1120,CIE-220618-CLB P3 Forest,8923,1119,1,2022-10-26,2022-10-27,770.000000,1
26102022-1119,DYC-US-220919-Wally Castro-636,10447,1118,0,2022-10-26,2022-10-27,85.000000,0
26102022-1119,DYC-US-220919-Wally Castro-636,10446,1118,0,2022-10-26,2022-10-27,85.000000,0
26102022-1118,TTD-261022-215-Trung Việt,2196,1117,1,2022-10-26,,53.000000,1
26102022-1118,TTD-261022-215-Trung Việt,2168,1117,1,2022-10-26,,26.000000,1
26102022-1118,TTD-261022-215-Trung Việt,2169,1117,1,2022-10-26,,10.500000,1
26102022-1118,TTD-261022-215-Trung Việt,94,1117,1,2022-10-26,,4.000000,1
26102022-1117,XA-304-ECOLINT WHITE,8350,1116,0,2022-10-26,2022-10-27,120.000000,0
26102022-1117,XA-304-ECOLINT WHITE,8329,1116,0,2022-10-26,2022-10-27,120.000000,0
26102022-1116,XA-304-ECOLINT WHITE,11048,1115,1,2022-10-26,2022-10-27,100.000000,1
25102022-1115,TTD-251022-214-Trung Việt,91,1114,1,2022-10-25,,3.500000,1
25102022-1115,TTD-251022-214-Trung Việt,9350,1114,1,2022-10-25,,3.500000,1
25102022-1115,TTD-251022-214-Trung Việt,1999,1114,1,2022-10-25,,13.000000,1
25102022-1115,TTD-251022-214-Trung Việt,2171,1114,1,2022-10-25,,5.000000,1
25102022-1115,TTD-251022-214-Trung Việt,1233,1114,1,2022-10-25,,110.000000,1
25102022-1115,TTD-251022-214-Trung Việt,10833,1114,1,2022-10-25,,132.000000,1
25102022-1115,TTD-251022-214-Trung Việt,10832,1114,1,2022-10-25,,229.000000,1
25102022-1115,TTD-251022-214-Trung Việt,10834,1114,1,2022-10-25,,182.000000,1
25102022-1115,TTD-251022-214-Trung Việt,11129,1114,1,2022-10-25,,33.000000,1
25102022-1115,TTD-251022-214-Trung Việt,8384,1114,1,2022-10-25,,72.000000,1
25102022-1115,TTD-251022-214-Trung Việt,1236,1114,1,2022-10-25,,18.000000,1
25102022-1115,TTD-251022-214-Trung Việt,1238,1114,1,2022-10-25,,42.000000,1
25102022-1115,TTD-251022-214-Trung Việt,11131,1114,1,2022-10-25,,43.000000,1
25102022-1115,TTD-251022-214-Trung Việt,8386,1114,1,2022-10-25,,106.000000,1
25102022-1115,TTD-251022-214-Trung Việt,1308,1114,1,2022-10-25,,20.000000,1
25102022-1115,TTD-251022-214-Trung Việt,1310,1114,1,2022-10-25,,43.000000,1
25102022-1115,TTD-251022-214-Trung Việt,616,1114,1,2022-10-25,,13.000000,1
25102022-1114,TTD-251022-081-Hằng Phong,1312,1113,1,2022-10-25,,33.000000,1
25102022-1113,TTD-251022-080-Hằng Phong,1312,1112,1,2022-10-25,,264.000000,1
25102022-1112,TTD-251022-197-KQ,9008,1111,1,2022-10-25,,1719.000000,1
25102022-1112,TTD-251022-197-KQ,9028,1111,1,2022-10-25,,643.000000,1
25102022-1111,JP-220929-SUZUKI BASEBALL,8570,1110,1,2022-10-25,2022-10-26,220.000000,1
25102022-1111,JP-220929-SUZUKI BASEBALL,8569,1110,1,2022-10-25,2022-10-26,220.000000,1
25102022-1110,TTD-251022-213-Trung Việt,111,1109,1,2022-10-25,,3.500000,1
25102022-1110,TTD-251022-213-Trung Việt,91,1109,1,2022-10-25,,3.500000,1
25102022-1110,TTD-251022-213-Trung Việt,135,1109,1,2022-10-25,,3.500000,1
25102022-1110,TTD-251022-213-Trung Việt,240,1109,1,2022-10-25,,3.500000,1
25102022-1110,TTD-251022-213-Trung Việt,10832,1109,1,2022-10-25,,84.000000,1
25102022-1110,TTD-251022-213-Trung Việt,11129,1109,1,2022-10-25,,12.000000,1
25102022-1110,TTD-251022-213-Trung Việt,10834,1109,1,2022-10-25,,27.000000,1
25102022-1110,TTD-251022-213-Trung Việt,8384,1109,1,2022-10-25,,11.000000,1
25102022-1110,TTD-251022-213-Trung Việt,11131,1109,1,2022-10-25,,12.000000,1
25102022-1110,TTD-251022-213-Trung Việt,8386,1109,1,2022-10-25,,11.000000,1
25102022-1110,TTD-251022-213-Trung Việt,659,1109,1,2022-10-25,,10.000000,1
24102022-1109,TTD-241022-079-Hằng Phong,9662,1108,1,2022-10-24,,4.000000,1
24102022-1108,CZ68-221003-TRG,11019,1107,1,2022-10-24,2022-10-25,80.000000,1
24102022-1108,CZ68-221003-TRG,11023,1107,1,2022-10-24,2022-10-25,80.000000,1
24102022-1108,CZ68-221003-TRG,11022,1107,1,2022-10-24,2022-10-25,80.000000,1
24102022-1107,TTD-241022-212-Trung Việt,1999,1106,1,2022-10-24,,8.000000,1
24102022-1107,TTD-241022-212-Trung Việt,11119,1106,1,2022-10-24,,4.000000,1
24102022-1107,TTD-241022-212-Trung Việt,190,1106,1,2022-10-24,,6.000000,1
24102022-1107,TTD-241022-212-Trung Việt,157,1106,1,2022-10-24,,3.000000,1
24102022-1107,TTD-241022-212-Trung Việt,175,1106,1,2022-10-24,,6.000000,1
24102022-1106,HM-220826-GARMIN,6946,1105,1,2022-10-24,2022-10-25,1040.000000,1
22102022-1105,WM2023-PO78-UV Pro Vented Bucket,9677,1104,0,2022-10-22,2022-10-24,1050.000000,1
22102022-1105,WM2023-PO78-UV Pro Vented Bucket,9694,1104,0,2022-10-22,2022-10-24,510.000000,0
22102022-1105,WM2023-PO78-UV Pro Vented Bucket,9693,1104,0,2022-10-22,2022-10-24,510.000000,0
22102022-1104,DYC-CH1-220909-Club de grimpe de Verbier,6940,1103,1,2022-10-22,2022-10-24,200.000000,1
22102022-1104,DYC-CH1-220909-Club de grimpe de Verbier,8348,1103,1,2022-10-22,2022-10-24,80.000000,1
22102022-1104,DYC-CH1-220909-Club de grimpe de Verbier,8327,1103,1,2022-10-22,2022-10-24,80.000000,1
22102022-1103,JP-220929-SUZUKI BASEBALL,7659,1102,1,2022-10-22,2022-10-24,180.000000,1
22102022-1102,TTD-221022-211-Trung Việt,2013,1101,1,2022-10-22,,18.000000,1
22102022-1102,TTD-221022-211-Trung Việt,1057,1101,1,2022-10-22,,123.400000,1
22102022-1102,TTD-221022-211-Trung Việt,91,1101,1,2022-10-22,,4.000000,1
22102022-1102,TTD-221022-211-Trung Việt,11121,1101,1,2022-10-22,,3.500000,1
22102022-1102,TTD-221022-211-Trung Việt,178,1101,1,2022-10-22,,7.000000,1
22102022-1101,TTD-221022-195-KQ,9028,1100,1,2022-10-22,,161.000000,1
22102022-1101,TTD-221022-195-KQ,11116,1100,1,2022-10-22,,151.000000,1
22102022-1101,TTD-221022-195-KQ,9009,1100,1,2022-10-22,,470.000000,1
21102022-1100,Ultra Storm Bucket - PO 38003,6921,1099,1,2022-10-21,2022-10-22,1300.000000,1
21102022-1100,Ultra Storm Bucket - PO 38003,7700,1099,1,2022-10-21,2022-10-22,1030.000000,1
21102022-1099,TTD-211022-210-Trung Việt,1303,1098,1,2022-10-21,,10.000000,1
21102022-1098,HM-220914-HAMBURG STEALERS,7766,1097,1,2022-10-21,2022-10-22,80.000000,1
21102022-1098,HM-220914-HAMBURG STEALERS,10712,1097,1,2022-10-21,2022-10-22,80.000000,1
21102022-1097,DYC-CH1-220921-Rebellion-Opt02-03-04,10934,1096,0,2022-10-21,2022-10-22,70.000000,0
21102022-1096,TTD-211022-209-Trung Việt,1692,1095,1,2022-10-21,,18.000000,1
21102022-1096,TTD-211022-209-Trung Việt,1694,1095,1,2022-10-21,,71.000000,1
21102022-1095,Ultra Storm Bucket-Mineral- PO 38003,6918,1094,0,2022-10-21,2022-10-22,10650.000000,1
21102022-1095,Ultra Storm Bucket-Mineral- PO 38003,8510,1094,0,2022-10-21,2022-10-22,6250.000000,1
21102022-1095,Ultra Storm Bucket-Mineral- PO 38003,8509,1094,0,2022-10-21,2022-10-22,6250.000000,0
21102022-1094,TTD-211022-078-Hằng Phong,1061,1093,1,2022-10-21,,2.000000,1
21102022-1094,TTD-211022-078-Hằng Phong,1065,1093,1,2022-10-21,,5.000000,1
21102022-1094,TTD-211022-078-Hằng Phong,8434,1093,1,2022-10-21,,3.000000,1
21102022-1094,TTD-211022-078-Hằng Phong,9662,1093,1,2022-10-21,,4.000000,1
20102022-1093,TTD-201022-208-Trung Việt,1236,1092,1,2022-10-20,,4.000000,1
20102022-1093,TTD-201022-208-Trung Việt,1238,1092,1,2022-10-20,,19.000000,1
20102022-1093,TTD-201022-208-Trung Việt,2337,1092,1,2022-10-20,,15.500000,1
20102022-1092,TSA-201022-061-Trung Việt,9248,1091,1,2022-10-20,,1272.000000,1
20102022-1092,TSA-201022-061-Trung Việt,9421,1091,1,2022-10-20,,215.000000,1
20102022-1092,TSA-201022-061-Trung Việt,1152,1091,1,2022-10-20,,182.000000,1
20102022-1092,TSA-201022-061-Trung Việt,1158,1091,1,2022-10-20,,60.000000,1
20102022-1092,TSA-201022-061-Trung Việt,1159,1091,1,2022-10-20,,69.000000,1
20102022-1092,TSA-201022-061-Trung Việt,1197,1091,1,2022-10-20,,317.000000,1
20102022-1092,TSA-201022-061-Trung Việt,9688,1091,1,2022-10-20,,107.000000,1
20102022-1092,TSA-201022-061-Trung Việt,9687,1091,1,2022-10-20,,161.000000,1
20102022-1092,TSA-201022-061-Trung Việt,1201,1091,1,2022-10-20,,46.000000,1
20102022-1092,TSA-201022-061-Trung Việt,1202,1091,1,2022-10-20,,367.000000,1
20102022-1091,CIE-220519 - GOCap Elite - Circle C Westa,9214,1090,1,2022-10-20,2022-10-21,45.000000,1
20102022-1090,CIE-220519 - GOCap Elite - Circle C Lavacast,8680,1089,1,2022-10-20,2022-10-21,45.000000,1
20102022-1090,CIE-220519 - GOCap Elite - Circle C Lavacast,8679,1089,1,2022-10-20,2022-10-21,45.000000,1
20102022-1089,CIE-220519 - RDCap Elite - Circle C - Red Planet,9265,1088,1,2022-10-20,2022-10-21,45.000000,1
20102022-1089,CIE-220519 - RDCap Elite - Circle C - Red Planet,9264,1088,1,2022-10-20,2022-10-21,45.000000,1
20102022-1088,CIE-220519 - GOCap Elite - Circle C Westa,8680,1087,1,2022-10-20,2022-10-21,45.000000,1
20102022-1088,CIE-220519 - GOCap Elite - Circle C Westa,8679,1087,1,2022-10-20,2022-10-21,45.000000,1
20102022-1087,DYC-CH1-220929-Farm Club Verbier-Opt09,8513,1086,0,2022-10-20,2022-10-21,80.000000,0
20102022-1087,DYC-CH1-220929-Farm Club Verbier-Opt09,8337,1086,0,2022-10-20,2022-10-21,80.000000,0
20102022-1086,DYC-CH1-220929-Farm Club Verbier-Opt07,8515,1085,1,2022-10-20,2022-10-21,140.000000,1
20102022-1086,DYC-CH1-220929-Farm Club Verbier-Opt07,8339,1085,1,2022-10-20,2022-10-21,140.000000,1
20102022-1085,DYC-US-220828-Mission of Action-623,10373,1084,1,2022-10-20,2022-10-21,85.000000,1
20102022-1085,DYC-US-220828-Mission of Action-623,10372,1084,1,2022-10-20,2022-10-21,85.000000,1
19102022-1084,TSA-181022-060-Trung Việt,733,1083,1,2022-10-19,,186.500000,1
19102022-1084,TSA-181022-060-Trung Việt,746,1083,1,2022-10-19,,220.000000,1
19102022-1084,TSA-181022-060-Trung Việt,463,1083,1,2022-10-19,,386.000000,1
19102022-1084,TSA-181022-060-Trung Việt,466,1083,1,2022-10-19,,389.000000,1
19102022-1084,TSA-181022-060-Trung Việt,470,1083,1,2022-10-19,,635.000000,1
19102022-1084,TSA-181022-060-Trung Việt,472,1083,1,2022-10-19,,616.000000,1
19102022-1084,TSA-181022-060-Trung Việt,1152,1083,1,2022-10-19,,746.000000,1
19102022-1084,TSA-181022-060-Trung Việt,1169,1083,1,2022-10-19,,215.500000,1
19102022-1084,TSA-181022-060-Trung Việt,1181,1083,1,2022-10-19,,536.000000,1
19102022-1083,HM-221012-BYSTRONIC RED,10704,1082,0,2022-10-19,2022-10-20,80.000000,0
19102022-1083,HM-221012-BYSTRONIC RED,10703,1082,0,2022-10-19,2022-10-20,80.000000,0
19102022-1082,DYC-CH1-221012-Guggenmusik,8356,1081,0,2022-10-19,2022-10-20,145.000000,0
19102022-1082,DYC-CH1-221012-Guggenmusik,8335,1081,0,2022-10-19,2022-10-20,145.000000,0
19102022-1081,DYC-CH1-220929-Farm Club Verbier-Opt02,8522,1080,0,2022-10-19,2022-10-20,80.000000,0
19102022-1081,DYC-CH1-220929-Farm Club Verbier-Opt02,8376,1080,0,2022-10-19,2022-10-20,80.000000,0
19102022-1080,DYC-US-220828-Monbarth-625-Opt08/opt09,11045,1079,1,2022-10-19,2022-10-20,208.000000,1
19102022-1080,DYC-US-220828-Monbarth-625-Opt08/opt09,11102,1079,1,2022-10-19,2022-10-20,208.000000,1
19102022-1080,DYC-US-220828-Monbarth-625-Opt08/opt09,11042,1079,1,2022-10-19,2022-10-20,620.000000,1
19102022-1079,TTD-191022-077-Hằng Phong,2334,1078,1,2022-10-19,,3.000000,1
19102022-1079,TTD-191022-077-Hằng Phong,8677,1078,1,2022-10-19,,6.500000,1
19102022-1078,TTD-191022-207-Trung Việt,740,1077,1,2022-10-19,,5.000000,1
19102022-1078,TTD-191022-207-Trung Việt,1635,1077,1,2022-10-19,,5.000000,1
19102022-1078,TTD-191022-207-Trung Việt,1325,1077,1,2022-10-19,,5.000000,1
19102022-1078,TTD-191022-207-Trung Việt,1676,1077,1,2022-10-19,,15.000000,1
19102022-1078,TTD-191022-207-Trung Việt,1766,1077,1,2022-10-19,,10.000000,1
19102022-1078,TTD-191022-207-Trung Việt,8966,1077,1,2022-10-19,,5.000000,1
19102022-1078,TTD-191022-207-Trung Việt,8447,1077,1,2022-10-19,,5.000000,1
19102022-1078,TTD-191022-207-Trung Việt,1744,1077,1,2022-10-19,,4.000000,1
19102022-1078,TTD-191022-207-Trung Việt,1746,1077,1,2022-10-19,,3.000000,1
19102022-1078,TTD-191022-207-Trung Việt,8543,1077,1,2022-10-19,,4.000000,1
19102022-1078,TTD-191022-207-Trung Việt,10764,1077,1,2022-10-19,,3.000000,1
19102022-1078,TTD-191022-207-Trung Việt,10841,1077,1,2022-10-19,,3.500000,1
19102022-1078,TTD-191022-207-Trung Việt,9605,1077,1,2022-10-19,,5.500000,1
18102022-1077,TTD-181022-076-Hằng Phong,1063,1076,1,2022-10-18,,1.000000,1
18102022-1077,TTD-181022-076-Hằng Phong,9202,1076,1,2022-10-18,,12.000000,1
18102022-1076,TTD-181022-039-CH,9008,1075,1,2022-10-18,,1216.000000,1
18102022-1075,TTD-171022-193-KQ,10755,1074,1,2022-10-18,,161.000000,1
18102022-1074,TTD-181022-206-Trung Việt,1286,1073,1,2022-10-18,,3.500000,1
18102022-1074,TTD-181022-206-Trung Việt,1287,1073,1,2022-10-18,,21.000000,1
18102022-1074,TTD-181022-206-Trung Việt,94,1073,1,2022-10-18,,9.000000,1
18102022-1074,TTD-181022-206-Trung Việt,93,1073,1,2022-10-18,,15.000000,1
18102022-1073,Sahara SunHat With Cape - REI23-PO64,7318,1072,0,2022-10-18,2022-10-19,4730.000000,0
18102022-1073,Sahara SunHat With Cape - REI23-PO64,7285,1072,0,2022-10-18,2022-10-19,6750.000000,1
18102022-1073,Sahara SunHat With Cape - REI23-PO64,9219,1072,0,2022-10-18,2022-10-19,2200.000000,1
18102022-1073,Sahara SunHat With Cape - REI23-PO64,9218,1072,0,2022-10-18,2022-10-19,2200.000000,0
18102022-1072,DYC-US-220608-Soflo-621-Opt03-v1,8522,1071,0,2022-10-18,2022-10-19,85.000000,0
18102022-1072,DYC-US-220608-Soflo-621-Opt03-v1,8376,1071,0,2022-10-18,2022-10-19,85.000000,0
17102022-1071,TTD-171022-193-KQ,9004,1070,1,2022-10-17,,161.000000,1
17102022-1071,TTD-171022-193-KQ,9028,1070,1,2022-10-17,,1048.000000,1
17102022-1071,TTD-171022-193-KQ,9012,1070,1,2022-10-17,,80.000000,1
17102022-1070,BF-221013-HERTHA BSC,11076,1069,0,2022-10-17,2022-10-18,155.000000,0
17102022-1070,BF-221013-HERTHA BSC,11075,1069,0,2022-10-17,2022-10-18,155.000000,0
17102022-1069,TTD-171022-075-Hằng Phong,8677,1068,1,2022-10-17,,4.500000,1
17102022-1068,TTD-171022-204-Trung Việt,8440,1067,1,2022-10-17,,17.000000,1
17102022-1068,TTD-171022-204-Trung Việt,86,1067,1,2022-10-17,,22.000000,1
17102022-1068,TTD-171022-204-Trung Việt,8543,1067,1,2022-10-17,,20.000000,1
